Timing is on.
          c_last_name           |     c_first_name     | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt 
 Graham                         | Larry                | Dr.          | Y                     |           273342 |  16
 Graham                         | Michael              | Sir          | Y                     |           102407 |  15
 Graham                         | Nancy                | Dr.          | N                     |           682952 |  16
 Graham                         | Nick                 | Dr.          | Y                     |           851684 |  15
 Graham                         | Nikki                | Mrs.         | N                     |           160031 |  15
 Grant                          | Desiree              | Miss         | N                     |           148074 |  15
 Grant                          | Duane                | Sir          | N                     |           823189 |  15
 Graves                         | Anne                 | Mrs.         | N                     |           705340 |  15
 Gray                           | Brigette             | Ms.          | Y                     |           777189 |  16
 Gray                           | John                 | Dr.          | Y                     |           555933 |  15
 Green                          | Carolyn              | Mrs.         | Y                     |            17133 |  16
 Green                          | Mark                 | Mr.          | N                     |           334773 |  15
 Green                          | Ruth                 | Dr.          | N                     |           465118 |  15
 Greenfield                     | Irma                 | Mrs.         | Y                     |           865911 |  15
 Griffin                        | Boyd                 | Sir          | N                     |           364956 |  16
 Griffin                        |                      | Sir          | Y                     |           340263 |  16
 Griffis                        | Davis                | Dr.          | Y                     |           609491 |  15
 Grimes                         | Donna                | Ms.          | Y                     |           824337 |  16
 Gross                          | Michelle             | Miss         | Y                     |           817847 |  15
 Grove                          | Kevin                | Dr.          | Y                     |           419818 |  15
 Grove                          | Nancy                | Ms.          | N                     |           470760 |  15
 Grubbs                         | John                 | Mr.          | N                     |           867632 |  15
 Guerra                         | Chris                | Sir          | N                     |           591094 |  16
 Guerra                         | Dennis               | Mr.          | Y                     |           652026 |  15
 Gutierrez                      | James                | Mr.          | N                     |           801479 |  15
 Gutierrez                      | Rhonda               | Miss         | Y                     |            47863 |  15
 Gutierrez                      | Richard              | Sir          | Y                     |           136235 |  15
 Haas                           | Cheryl               | Dr.          | Y                     |           217686 |  15
 Haas                           | Kathleen             | Ms.          | N                     |           233695 |  16
 Hair                           | Linda                | Dr.          | N                     |           729767 |  15
 Haley                          | Brenda               | Ms.          | N                     |           401889 |  15
 Hall                           | Cynthia              | Mrs.         | N                     |            37779 |  15
 Hall                           | Georgiana            | Miss         | N                     |           749896 |  15
 Hall                           | Gerald               | Dr.          | Y                     |           760888 |  15
 Hall                           | Horacio              | Sir          | Y                     |           817399 |  15
 Hall                           | William              | Sir          | Y                     |           417207 |  15
 Hamilton                       | Harold               | Sir          | Y                     |           658757 |  15
 Han                            | Dan                  | Dr.          | Y                     |           860577 |  15
 Hancock                        | Emily                | Miss         | N                     |           550281 |  16
 Hanlon                         | Theresa              | Dr.          | Y                     |           700660 |  15
 Hanson                         | Jose                 | Sir          | Y                     |           632159 |  15
 Hanson                         | Porfirio             | Dr.          | N                     |           406179 |  15
 Harding                        | Marjorie             | Mrs.         | N                     |           712980 |  15
 Hardwick                       | Valerie              | Dr.          | N                     |            90273 |  15
 Hardy                          | Joseph               | Mr.          | N                     |           900283 |  15
 Harless                        | Paula                | Miss         | N                     |           753438 |  15
 Harmon                         | Kristopher           | Dr.          | Y                     |           679024 |  15
 Harms                          | Jake                 | Mr.          | N                     |           517215 |  16
 Harp                           | Lakeisha             | Ms.          | Y                     |            44930 |  15
 Harper                         | Jacques              | Sir          | N                     |           695688 |  16
 Harper                         | Royal                | Dr.          | Y                     |           648609 |  15
 Harper                         | William              | Mr.          | N                     |            37172 |  15
 Harr                           | Antonia              | Ms.          | Y                     |           128615 |  16
 Harrell                        | Michelle             | Mrs.         | N                     |           352008 |  15
 Harrington                     | Tony                 | Dr.          | N                     |           805941 |  15
 Harris                         | Cameron              | Sir          | N                     |           274815 |  16
 Harris                         | Charles              | Dr.          | Y                     |           573958 |  16
 Harris                         | Renee                | Dr.          | N                     |           652310 |  15
 Harris                         |                      |              |                       |           495674 |  15
 Harrison                       | Jose                 | Sir          | N                     |           732016 |  15
 Harrison                       | Jule                 | Miss         | N                     |           698185 |  15
 Hart                           | Stephen              | Dr.          | Y                     |           453458 |  16
 Hart                           | William              | Sir          | Y                     |           785905 |  15
 Hartmann                       | Robert               | Dr.          | N                     |           513194 |  16
 Hastings                       | Suzanne              | Mrs.         | N                     |           262584 |  15
 Hawkins                        | Sherry               | Dr.          | Y                     |           390656 |  16
 Hayes                          | Travis               | Sir          | N                     |            64024 |  16
 Hearn                          | Jose                 | Mr.          | N                     |           385828 |  15
 Heath                          | Andreas              | Sir          | Y                     |           434311 |  16
 Heckman                        | Tamara               | Dr.          | N                     |           481041 |  15
 Heller                         | Douglas              | Mr.          | N                     |           230497 |  16
 Henderson                      | Jeffrey              | Mr.          | Y                     |           325022 |  16
 Henke                          | Efren                | Dr.          | N                     |           769594 |  15
 Henley                         | Jarod                | Dr.          | Y                     |           451154 |  15
 Hensley                        | Brenda               | Miss         | N                     |           798980 |  15
 Hensley                        | Charles              | Mr.          | Y                     |           722003 |  16
 Herbert                        | Sadie                | Mrs.         | N                     |           432307 |  16
 Hernandez                      | Amy                  | Ms.          | N                     |           283546 |  15
 Hernandez                      | Andre                | Miss         | Y                     |           237115 |  15
 Hernandez                      | David                | Dr.          | N                     |           177436 |  15
 Hernandez                      | Teresa               | Dr.          | Y                     |            55793 |  15
 Hernandez                      | Willis               | Dr.          | N                     |           108707 |  15
 Hester                         | John                 | Sir          | N                     |           572188 |  16
 Higgins                        | Danielle             | Mrs.         | N                     |           436761 |  16
 Hill                           | Cynthia              | Dr.          | Y                     |           650213 |  15
 Hill                           | Jeffrey              | Sir          | N                     |           490993 |  16
 Hill                           | Matthew              | Dr.          | Y                     |           773676 |  16
 Hill                           | Matthew              | Sir          | N                     |           135107 |  15
 Hill                           | Mercedes             | Ms.          | Y                     |           732469 |  16
 Hill                           | Michael              | Sir          | N                     |           187292 |  15
 Hines                          | Rodger               | Dr.          | Y                     |           723076 |  15
 Hite                           | Trista               | Ms.          | N                     |           771026 |  15
 Hitt                           | Gregory              | Mr.          | N                     |           564390 |  15
 Hoffman                        | Harold               | Dr.          | Y                     |           873817 |  15
 Holland                        | Daniel               | Mr.          | Y                     |           486607 |  16
 Hollis                         | Jaime                | Sir          | N                     |            24534 |  16
 Holloway                       | Elton                | Mr.          | N                     |           224349 |  15
 Honeycutt                      | Lori                 | Miss         | N                     |           732065 |  15
 Hooper                         | George               | Dr.          | Y                     |            24091 |  16
 Hope                           | Oscar                | Mr.          | N                     |            95733 |  15
 Hopkins                        | Diane                | Dr.          | Y                     |           442845 |  15
 Hopkins                        | Donald               | Sir          | Y                     |           103836 |  15
 Horne                          | Leila                | Mrs.         | Y                     |            40543 |  15
 Horner                         | Debra                | Miss         | Y                     |           457939 |  16
 Horton                         | Jimmy                | Mr.          | Y                     |           323095 |  15
 Houck                          | Alan                 | Mr.          | Y                     |           471307 |  15
 House                          | Harold               | Mr.          | N                     |           582033 |  15
 Howard                         | Karen                | Mrs.         | Y                     |           177373 |  16
 Howard                         | Linda                | Miss         | Y                     |           143949 |  16
 Howard                         | Wanda                | Miss         | Y                     |           945704 |  16
 Howell                         | Annie                | Mrs.         | Y                     |           821089 |  15
 Howell                         | Richard              | Dr.          | Y                     |           668643 |  16
 Howell                         | Willie               | Dr.          | N                     |           558009 |  15
 Hoyle                          | Jinny                | Ms.          | N                     |           934623 |  15
 Hudgins                        | Sue                  | Dr.          | N                     |           933929 |  15
 Huggins                        | Ronald               | Sir          | Y                     |           195038 |  16
 Hughes                         | Bobby                | Mr.          | N                     |           723478 |  16
 Hughes                         | Lora                 | Dr.          | Y                     |           366913 |  15
 Hughes                         | Miguel               | Dr.          | Y                     |           694525 |  15
 Hull                           | Bernard              | Dr.          | Y                     |           103623 |  15
 Hull                           | Ellis                | Dr.          | Y                     |           599783 |  15
 Hunt                           | Elizabeth            | Mrs.         | N                     |           323686 |  15
 Hurst                          | Calvin               | Dr.          | Y                     |           552410 |  15
 Hurst                          | Lillie               | Ms.          | N                     |           677395 |  15
 Hutchins                       | Joseph               | Mr.          | Y                     |           168258 |  16
 Hutson                         | Bonnie               | Miss         | N                     |            43814 |  15
 Huynh                          | John                 | Dr.          | Y                     |           231329 |  15
 Ibarra                         | Sylvia               | Dr.          | Y                     |           826975 |  16
 Ingram                         | Betty                | Mrs.         | N                     |           121817 |  15
 Inman                          | Michelle             | Mrs.         | Y                     |           275819 |  15
 Irish                          | Marlene              | Mrs.         | N                     |           583445 |  15
 Jackson                        | Elizabeth            | Miss         | N                     |           450255 |  15
 Jackson                        | Justin               | Dr.          |                       |           291684 |  16
 Jackson                        | Mercedes             | Mrs.         | Y                     |           506297 |  15
 Jackson                        | Miranda              | Dr.          | N                     |           894490 |  15
 Jackson                        | Ruthann              | Mrs.         | Y                     |           903830 |  16
 Jackson                        | Tanya                | Miss         | N                     |           234872 |  15
 Jackson                        | Thomas               | Dr.          | N                     |           944225 |  15
 Jackson                        | William              |              | N                     |           398089 |  15
 Jacob                          | Rodolfo              | Mr.          | Y                     |           228671 |  16
 Jacobs                         | Billy                | Dr.          | N                     |           418824 |  16
 Jacobs                         | Laura                | Ms.          | N                     |           833763 |  15
 James                          | Arthur               | Miss         | Y                     |           815681 |  15
 James                          | Shawn                | Mr.          | Y                     |           410422 |  15
 James                          | William              | Sir          | Y                     |           696437 |  15
 Jaramillo                      | Yvonne               | Miss         | Y                     |           403270 |  15
 Jarrett                        | Sebastian            | Sir          | Y                     |           242755 |  15
 Jarrett                        | Teresa               | Dr.          | N                     |           694365 |  15
 Jeffers                        | Vera                 | Miss         | Y                     |           183995 |  16
 Jeffries                       | David                | Mr.          | Y                     |            79061 |  15
 Jenkins                        | Joe                  | Mr.          | N                     |           194886 |  15
 Jenkins                        | Steve                | Sir          | Y                     |           335301 |  15
 Jessup                         | Larry                | Sir          | N                     |           587012 |  15
 John                           | Christopher          | Sir          | N                     |           360393 |  15
 Johnson                        | Alan                 | Mr.          | N                     |           349926 |  15
 Johnson                        | Amy                  | Ms.          | N                     |           279082 |  15
 Johnson                        | Ana                  | Ms.          | Y                     |           355502 |  15
 Johnson                        | Erik                 | Dr.          | Y                     |           773211 |  15
 Johnson                        | Forest               | Mr.          | N                     |           733541 |  15
 Johnson                        | Jaime                | Mr.          | N                     |           286382 |  16
 Johnson                        | June                 | Mrs.         | Y                     |           661153 |  15
 Johnson                        | Louis                | Mr.          | N                     |           320045 |  15
 Johnson                        | Marvin               | Mr.          | Y                     |           196253 |  15
 Johnson                        | Mike                 | Dr.          | Y                     |           188983 |  15
 Johnson                        | Ralph                | Mr.          | N                     |           198464 |  15
 Johnson                        | Richard              | Dr.          | Y                     |           185176 |  16
 Johnson                        | Richard              | Dr.          | Y                     |           468976 |  16
 Johnson                        | Robert               | Sir          | N                     |           504114 |  15
 Johnson                        | Yvonne               | Miss         | N                     |           258667 |  15
 Johnston                       | Ruby                 | Dr.          | Y                     |           826774 |  15
 Johnston                       | Stephen              | Mr.          | Y                     |           740220 |  15
 Johnston                       | William              | Dr.          | N                     |            89555 |  15
 Joiner                         | Colin                | Dr.          | N                     |            62256 |  15
 Jones                          | Charles              | Mr.          | N                     |           839080 |  15
 Jones                          | Craig                | Sir          | N                     |            27182 |  15
 Jones                          | Dolores              | Ms.          | Y                     |           504496 |  15
 Jones                          | Grace                | Mrs.         | Y                     |           468510 |  15
 Jones                          | James                | Dr.          | Y                     |           824158 |  15
 Jones                          | John                 | Mr.          | Y                     |           795873 |  15
 Jones                          | Kathleen             | Miss         | N                     |           227717 |  15
 Jones                          | Kristel              | Mrs.         | N                     |           783662 |  16
 Jones                          | Machelle             | Mrs.         | Y                     |           787280 |  16
 Jones                          | Marie                | Mrs.         | Y                     |           179486 |  16
 Jones                          | Tammy                | Miss         | Y                     |           298860 |  15
 Jones                          | Trina                | Dr.          | Y                     |           189241 |  15
 Jones                          | Wilbur               | Dr.          | N                     |           786054 |  16
 Jones                          |                      |              | N                     |           226672 |  15
 Jordan                         | Carl                 | Dr.          | N                     |           642591 |  15
 Jordan                         | Christopher          | Mr.          | N                     |           136104 |  16
 Jordan                         | Jose                 | Sir          | Y                     |           288436 |  15
 Jordan                         | Julie                | Ms.          | N                     |           723318 |  15
 Kaiser                         | Shanda               | Ms.          | Y                     |           893949 |  16
 Katz                           | Delisa               | Dr.          | Y                     |           134167 |  15
 Keating                        | Evelyn               | Miss         | N                     |           645798 |  16
 Keeler                         | Joseph               | Mr.          | Y                     |           374166 |  16
 Keeney                         | Fred                 | Mr.          | N                     |           701799 |  15
 Keller                         | Ronald               | Dr.          | N                     |           455787 |  15
 Kelly                          | Kenneth              | Sir          | Y                     |           147482 |  15
 Kelly                          | Martha               | Miss         |                       |           404979 |  15
 Kelly                          | Tracee               | Mrs.         | N                     |           707555 |  15
 Kelly                          | Zack                 | Mr.          | Y                     |           235991 |  15
 Kemp                           | Wilbert              | Mr.          | Y                     |            97145 |  15
 Kendrick                       | Cheryl               | Ms.          | Y                     |           344806 |  16
 Kennedy                        | Kris                 | Mr.          | N                     |           761286 |  15
 Kenny                          | Kathryn              | Mrs.         | Y                     |           370890 |  16
 Kent                           | Nicholas             | Dr.          | Y                     |            38236 |  16
 Kern                           | Joann                | Miss         | Y                     |           831327 |  16
 Killian                        | Justin               | Sir          | N                     |           732049 |  15
 King                           | Charlotte            | Miss         | Y                     |           410318 |  15
 King                           | Coleen               | Mrs.         | N                     |           339406 |  16
 King                           | Garrett              | Mr.          | Y                     |           450230 |  15
 King                           | Katie                | Mrs.         | Y                     |            68523 |  15
 King                           | Patricia             | Sir          | N                     |           748824 |  16
 King                           | Ruth                 | Ms.          | Y                     |           510232 |  15
 Kirchner                       | Genevieve            | Ms.          | N                     |           676725 |  15
 Kirkwood                       | Sharon               | Ms.          | Y                     |           855302 |  16
 Knapp                          | Howard               | Mr.          | Y                     |           334320 |  16
 Knapp                          | Kathy                | Miss         | N                     |           603664 |  15
 Knight                         | Clara                | Ms.          | N                     |           833733 |  16
 Knox                           | Patrick              | Sir          | N                     |            80015 |  15
 Knutson                        | Susan                | Ms.          | Y                     |           957538 |  15
 Koch                           | Elouise              | Miss         | N                     |           635079 |  15
 Koonce                         | Alicia               | Mrs.         | Y                     |           737966 |  15
 Kramer                         | Daryl                | Dr.          | N                     |           549439 |  15
 Kunkel                         | Amanda               | Mrs.         | Y                     |           241133 |  15
 Kuntz                          | Kenneth              | Mr.          | N                     |            58553 |  16
 Kuykendall                     | Kelly                | Mr.          | N                     |           620709 |  15
 Lamb                           | Eleanor              | Dr.          | Y                     |           535047 |  16
 Lambert                        | Kerri                | Ms.          | Y                     |           874991 |  15
 Lancaster                      | Joseph               | Mr.          | N                     |           232273 |  15
 Lancaster                      | Joseph               | Mr.          | N                     |           923363 |  15
 Lane                           | Deborah              | Ms.          | N                     |           928890 |  15
 Lane                           | Paul                 | Dr.          | Y                     |           135757 |  15
 Lang                           | Steven               | Mr.          | N                     |           633313 |  15
 Lange                          |                      | Ms.          |                       |           295176 |  15
 Langford                       | Liliana              | Ms.          | Y                     |           437424 |  15
 Langlois                       | Jordan               | Sir          | N                     |           622111 |  15
 Lanham                         | Tanya                | Miss         | N                     |           679521 |  15
 Lawson                         | Kenneth              | Sir          | Y                     |           435930 |  15
 Lay                            | Daniel               | Sir          | Y                     |            90105 |  15
 Ledbetter                      | Paul                 | Dr.          | N                     |            54517 |  15
 Ledbetter                      | Rudolph              | Dr.          | N                     |            29750 |  16
 Ledesma                        | Lawrence             | Mr.          | Y                     |           291122 |  15
 Lee                            | Blanche              | Miss         | N                     |           210477 |  15
 Lee                            | Brad                 | Dr.          | N                     |           957451 |  15
 Lee                            | Danielle             | Ms.          | N                     |           855686 |  15
 Lee                            | Michele              | Mrs.         | Y                     |           828413 |  16
 Lee                            | Patrick              | Dr.          | N                     |           749991 |  15
 Lee                            | Robert               | Sir          | Y                     |           408851 |  15
 Lee                            | Sylvia               | Ms.          | Y                     |            70694 |  15
 Lemmon                         | Albert               | Miss         | Y                     |           602263 |  15
 Leon                           | Catalina             | Mrs.         | N                     |           738440 |  16
 Leonard                        | Joseph               | Sir          | Y                     |           841003 |  15
 Levin                          | Adam                 | Ms.          | Y                     |           747631 |  15
 Lewis                          | Diane                | Dr.          | Y                     |           388203 |  15
 Lewis                          | Harold               | Dr.          | N                     |           116205 |  16
 Lewis                          | Harry                | Sir          | N                     |           540029 |  15
 Lewis                          | Robert               | Mr.          | Y                     |           187284 |  16
 Lewis                          | Ruben                | Sir          | N                     |           309629 |  15
 Light                          | Dora                 | Mrs.         | Y                     |           750008 |  16
 Liles                          | Melvin               | Sir          | Y                     |           716589 |  16
 Linton                         | Mario                | Mr.          | N                     |            10036 |  15
 Liu                            | Albert               | Mrs.         | Y                     |            85084 |  15
 Lockett                        | Austin               | Sir          | N                     |           657807 |  15
 Logsdon                        | Ellen                | Dr.          | Y                     |           749655 |  15
 Lombardi                       | Carolina             | Miss         | N                     |           798926 |  15
 Long                           | Ashley               | Dr.          | Y                     |           829139 |  16
 Long                           | Rebecca              | Mrs.         | Y                     |           228479 |  16
 Long                           | Stephen              | Mr.          | N                     |           146222 |  15
 Long                           | Williams             | Dr.          | Y                     |           392278 |  16
 Lopez                          | Julianne             | Miss         | Y                     |           310904 |  15
 Lopez                          | Miguel               | Sir          | N                     |           492590 |  16
 Lopez                          | Ruth                 | Mrs.         | N                     |           300390 |  15
 Lopez                          | William              | Dr.          | Y                     |           689663 |  15
 Louis                          | Erica                | Dr.          | Y                     |           443852 |  15
 Low                            | Gary                 | Dr.          | N                     |           401688 |  15
 Lowe                           | Charles              | Mr.          | N                     |           770709 |  16
 Loyd                           | Pam                  | Dr.          | Y                     |           466378 |  15
 Lucas                          | Rebecca              | Ms.          | Y                     |           542680 |  15
 Luckett                        | Molly                | Mrs.         | N                     |           599345 |  15
 Lumpkin                        | Gloria               | Dr.          | Y                     |           581534 |  16
 Luna                           | Larry                | Mr.          | Y                     |           743861 |  15
 Lunsford                       | Alex                 | Dr.          | N                     |           796172 |  16
 Lutz                           | Edie                 | Ms.          | N                     |           261484 |  15
 Lutz                           | George               | Sir          | Y                     |           298788 |  15
 Lyles                          | Ryan                 | Mr.          | N                     |           873430 |  15
 Lyman                          | Kristofer            | Mr.          | Y                     |           892885 |  15
 Lynn                           | David                | Sir          | N                     |           596161 |  15
 Mackay                         | Arthur               | Dr.          | N                     |           319337 |  15
 Mackey                         | Thomas               | Mr.          | N                     |           805628 |  16
 Maddox                         | James                | Sir          | Y                     |           799748 |  16
 Maguire                        | Christine            | Mrs.         | N                     |           145647 |  16
 Mahoney                        | Earl                 | Mr.          | Y                     |           173660 |  15
 Maldonado                      | Isabel               | Miss         | Y                     |           421027 |  15
 Mallory                        | Phillip              | Sir          | N                     |           928930 |  15
 Mann                           | Blanche              | Dr.          | Y                     |           654445 |  15
 Manning                        | Rebecca              | Ms.          | Y                     |           899081 |  15
 Markham                        | Henry                | Sir          | N                     |           124977 |  15
 Marks                          | Bernard              | Dr.          | Y                     |           389868 |  15
 Marsh                          | Marta                | Mrs.         | Y                     |           916971 |  16
 Marshall                       | Joanna               | Mrs.         | N                     |            39900 |  16
 Martel                         | Jane                 | Mrs.         | N                     |           744583 |  15
 Martin                         | Diane                | Miss         | Y                     |           668332 |  15
 Martin                         | Dorothy              | Dr.          | N                     |           148108 |  15
 Martin                         | Georgia              | Mrs.         | Y                     |           350710 |  15
 Martin                         | James                | Dr.          | Y                     |           206234 |  15
 Martin                         | James                | Mr.          | N                     |           888389 |  15
 Martin                         | Jennifer             | Mrs.         | Y                     |           755142 |  15
 Martin                         | Robert               | Mr.          | N                     |            48645 |  15
 Martin                         | Ronald               | Mr.          | Y                     |           604590 |  15
 Martinez                       | Amanda               | Dr.          | N                     |           223904 |  15
 Martinez                       | Barbara              | Miss         | N                     |           248992 |  15
 Martinez                       | Leo                  | Mr.          | Y                     |           873143 |  15
 Martinez                       |                      |              |                       |           381658 |  16
 Martz                          | Harold               | Sir          | Y                     |           152701 |  15
 Mason                          | Brian                | Sir          | Y                     |           407883 |  16
 Massey                         | Michael              | Mr.          | Y                     |           226918 |  15
 Mata                           | Frank                | Sir          | N                     |            69981 |  15
 Matheson                       | Marshall             | Mr.          | Y                     |           701548 |  15
 Matney                         | Mark                 | Dr.          | N                     |           193378 |  15
 Matson                         | Edward               | Sir          | N                     |           748284 |  15
 Matteson                       | Benita               | Mrs.         | N                     |           508610 |  15
 Maxwell                        | Terry                | Mr.          | Y                     |           323188 |  15
 Mccann                         | Anna                 | Miss         | N                     |            30671 |  15
 Mccann                         | Ronald               | Sir          | N                     |           506793 |  16
 Mccarthy                       | John                 | Mr.          | Y                     |           881080 |  15
 Mcclain                        | John                 | Dr.          | Y                     |           270887 |  15
 Mcclain                        | Johnny               | Dr.          | N                     |           640450 |  16
 Mcclain                        | Terrie               | Dr.          | N                     |           363569 |  15
 Mcclendon                      | Adrian               | Ms.          | Y                     |           354761 |  15
 Mccloud                        | Stephen              | Sir          | N                     |            55393 |  15
 Mccollum                       | Sandra               | Dr.          | Y                     |            75846 |  16
 Mccool                         | Scott                | Sir          | N                     |           664582 |  15
 Mccoy                          | Elyse                | Miss         | Y                     |           527651 |  16
 Mccutcheon                     | Sharon               | Ms.          | Y                     |           808307 |  15
 Mcdermott                      | Pedro                | Dr.          | Y                     |            95575 |  16
 Mcdougall                      | Diana                | Mrs.         | Y                     |           483217 |  16
 Mcdowell                       | Gerald               | Sir          | N                     |           436105 |  15
 Mcdowell                       | Janet                | Ms.          | N                     |           518397 |  15
 Mcelroy                        | Kimberly             | Ms.          | N                     |           767575 |  15
 Mcfarland                      | Terri                | Mrs.         | Y                     |           796516 |  15
 Mcginnis                       | Dorothy              | Dr.          | Y                     |           436506 |  15
 Mcgrath                        | Stephen              | Mr.          | N                     |            62622 |  15
 Mcguire                        | Kevin                | Mr.          | N                     |           792006 |  16
 Mcintire                       | Irma                 | Ms.          | Y                     |           566151 |  16
 Mclaughlin                     | William              | Sir          | Y                     |           894677 |  15
 Mcleod                         | Joyce                | Miss         | Y                     |           345058 |  16
 Mcmahon                        | Kimberly             | Mrs.         | N                     |            98123 |  16
 Mcneil                         | Stephanie            | Dr.          | Y                     |            66349 |  15
 Mcqueen                        | George               | Sir          | Y                     |            21487 |  15
 Melendez                       | Irma                 | Mrs.         | Y                     |           679621 |  15
 Mendoza                        | Dennis               | Sir          | N                     |           363030 |  15
 Mendoza                        | Robert               | Dr.          | N                     |           569437 |  15
 Mercado                        | Kenneth              | Sir          | N                     |           712120 |  16
 Mercer                         | Robert               | Mr.          | N                     |           638292 |  16
 Meyer                          | Thomas               | Sir          | Y                     |           300169 |  15
 Meza                           | Brynn                | Ms.          | N                     |           299220 |  15
 Michaels                       | Christopher          | Mr.          | Y                     |           268773 |  15
 Middleton                      | Sheilah              | Dr.          | Y                     |           674021 |  16
 Miller                         | Ada                  | Ms.          | N                     |           242795 |  15
 Miller                         | Albert               | Mrs.         | N                     |           297790 |  15
 Miller                         | Anna                 | Mrs.         | N                     |           699794 |  15
 Miller                         | Cathy                | Dr.          | N                     |            53729 |  15
 Miller                         | Charlene             | Miss         | Y                     |           739635 |  15
 Miller                         | David                | Sir          | N                     |           123146 |  15
 Miller                         | Lamont               | Sir          | Y                     |           673184 |  15
 Miller                         | Lowell               | Dr.          | Y                     |           287302 |  15
 Miller                         | Matthew              | Dr.          | Y                     |           379936 |  15
 Miller                         | Richard              | Sir          | N                     |           741545 |  15
 Miller                         | Ryan                 | Mr.          | N                     |           765024 |  15
 Miller                         | Thomas               | Sir          | Y                     |            29485 |  15
 Miller                         | Treva                | Miss         | N                     |           234997 |  15
 Mills                          | Anne                 | Dr.          | Y                     |           296078 |  15
 Mills                          | Danielle             | Mrs.         | N                     |            54410 |  15
 Mills                          | Kenneth              | Dr.          | Y                     |           958499 |  15
 Mills                          | Mark                 | Dr.          | N                     |            82789 |  15
 Milne                          | Delia                | Dr.          | N                     |           535449 |  16
 Mims                           | Jeannette            | Dr.          | N                     |           244740 |  16
 Mitchell                       | Doris                | Miss         | Y                     |           399670 |  15
 Mitchell                       | Elizabeth            | Mrs.         | N                     |           693221 |  16
 Mitchell                       | Juan                 | Dr.          | N                     |           327823 |  16
 Mitchell                       | Nestor               | Mr.          | N                     |           524321 |  16
 Mitchell                       | Nicole               | Ms.          | N                     |           684354 |  15
 Mize                           | Betty                | Dr.          | Y                     |           836292 |  15
 Mobley                         | Bettie               | Mrs.         | N                     |           721326 |  15
 Mobley                         | Christopher          | Mr.          | N                     |           236240 |  15
 Mobley                         | Donna                | Dr.          | N                     |           729846 |  16
 Monaco                         | Lilia                | Dr.          | Y                     |           656934 |  16
 Monroe                         | Daniel               | Mr.          | Y                     |           311806 |  15
 Montague                       | Glen                 | Dr.          | Y                     |           134998 |  15
 Montoya                        | Sung                 | Sir          | Y                     |           864511 |  15
 Moody                          | Debra                | Mrs.         | Y                     |           722941 |  15
 Moody                          | Sarah                | Mrs.         | N                     |           637700 |  15
 Moore                          | Christopher          | Mr.          | N                     |           846011 |  15
 Moore                          | Claire               | Ms.          | N                     |           323817 |  15
 Moore                          | Doris                | Dr.          | Y                     |           309313 |  15
 Moore                          | George               | Mr.          | Y                     |           305746 |  15
 Moore                          | Katherine            | Ms.          | Y                     |            38252 |  15
 Moore                          | Maureen              | Mrs.         |                       |           776512 |  15
 Moore                          | Peter                | Dr.          | N                     |           957491 |  16
 Moore                          | Robert               | Dr.          | N                     |           594976 |  15
 Moore                          | Robert               | Sir          | N                     |           396609 |  15
 Moore                          | Sandra               | Dr.          | Y                     |           163264 |  16
 Morales                        | Robert               | Sir          | N                     |           181908 |  15
 Morales                        | Shelley              | Ms.          | N                     |           333114 |  15
 Morales                        |                      |              | Y                     |           708795 |  15
 Morgan                         | Adrienne             | Ms.          | Y                     |           696922 |  15
 Morgan                         | Catherine            | Mrs.         | N                     |           816780 |  15
 Morgan                         | Peter                | Dr.          | N                     |           102790 |  15
 Morgan                         | William              | Dr.          | N                     |            84941 |  15
 Morris                         | Michael              | Mr.          | N                     |           671734 |  16
 Morrison                       | Dwain                | Sir          | N                     |           778723 |  15
 Morse                          | Jeffrey              | Dr.          | N                     |           670087 |  15
 Mortensen                      | Mariano              | Dr.          | N                     |           702778 |  16
 Moss                           | Lisa                 | Mrs.         | Y                     |           844780 |  15
 Mott                           | Kimberly             | Miss         | N                     |           119270 |  15
 Mulligan                       | Denise               | Miss         | Y                     |           276065 |  16
 Muniz                          | Lillia               | Mrs.         | N                     |           795748 |  15
 Munson                         | Jeff                 | Dr.          | Y                     |           605513 |  15
 Murray                         | Arthur               | Mrs.         | N                     |           857662 |  16
 Murray                         | Brian                | Mr.          | N                     |           653109 |  16
 Murrell                        | Nadia                | Miss         | N                     |           229121 |  15
 Musser                         | Patrick              | Mr.          | Y                     |           768755 |  15
 Navarro                        | Rosemarie            | Mrs.         | N                     |           389907 |  16
 Neal                           | Lyle                 | Dr.          | N                     |           787023 |  16
 Negrete                        | Eddie                | Sir          | Y                     |           330325 |  16
 Nelson                         | Alice                | Miss         | N                     |            98834 |  16
 Nelson                         | Consuelo             | Ms.          | N                     |           484351 |  15
 Nelson                         | John                 | Dr.          | Y                     |           616602 |  15
 Nelson                         | John                 | Mr.          | N                     |           850616 |  15
 Nelson                         | Ruth                 | Ms.          | N                     |           134598 |  16
 Nguyen                         | Jacqueline           | Mrs.         | N                     |           548091 |  15
 Nichols                        | Connie               |              |                       |           441872 |  15
 Nicholson                      | Dianne               | Ms.          | N                     |           227810 |  15
 Nixon                          | Linda                | Ms.          | Y                     |           950977 |  15
 Nixon                          | Rosemary             | Miss         | N                     |           206155 |  16
 Noland                         | Robert               | Dr.          | N                     |            72202 |  15
 Noonan                         | John                 | Dr.          | Y                     |           526138 |  15
 Norris                         | Benjamin             | Dr.          | Y                     |           141337 |  15
