Timing is on.
          c_last_name           |     c_first_name     | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt 
 Montano                        | Christine            | Dr.          | Y                     |            54754 |  15
 Montes                         | Kiana                | Miss         | Y                     |           320045 |  15
 Montgomery                     | Carl                 | Mr.          | N                     |            43704 |  15
 Montoya                        | Don                  | Sir          | N                     |           239037 |  15
 Mooney                         | Marquis              | Mr.          | Y                     |             4751 |  15
 Mooney                         | Marquis              | Mr.          | Y                     |           265494 |  15
 Moore                          | Daniel               | Sir          | N                     |            50641 |  15
 Moore                          | Michelle             | Mrs.         | Y                     |           349934 |  16
 Moore                          | Rachel               | Ms.          | Y                     |           323817 |  15
 Mora                           | William              | Dr.          | N                     |           458988 |  15
 Morales                        | Steven               | Sir          | N                     |           183995 |  16
 Morgan                         | Raymond              | Sir          | Y                     |            13091 |  15
 Morris                         | Christiane           | Dr.          | N                     |           185176 |  16
 Morris                         | Joseph               | Sir          | N                     |           141337 |  15
 Morse                          | Petronila            | Mrs.         | N                     |           298860 |  15
 Morton                         | Cheryl               | Mrs.         | N                     |            91183 |  15
 Mosley                         | William              | Sir          | N                     |           388203 |  15
 Mullins                        | David                | Sir          | Y                     |           108707 |  15
 Mullins                        | Jerry                | Mr.          | N                     |           240190 |  15
 Murillo                        | Charles              | Dr.          | Y                     |            62622 |  15
 Murray                         | Gary                 | Dr.          | Y                     |            54517 |  15
 Naquin                         | Anthony              | Dr.          | Y                     |            62909 |  16
 Narvaez                        | Terri                | Miss         | Y                     |           469527 |  16
 Nash                           |                      | Ms.          |                       |           444173 |  15
 Nelson                         | James                | Sir          | Y                     |             9891 |  15
 Nobles                         | Delfina              | Miss         | Y                     |           243587 |  16
 Nolen                          | Bill                 | Dr.          | N                     |             6987 |  15
 Ochoa                          | Rodney               | Dr.          | N                     |            72202 |  15
 Oliver                         | Richard              | Dr.          | N                     |            29485 |  15
 Olvera                         | Richard              | Mr.          | Y                     |            43442 |  15
 Ortega                         | Aurora               | Mrs.         | Y                     |           182876 |  16
 Ortega                         | Barbara              | Mrs.         | Y                     |             3647 |  15
 Ortiz                          | Brenda               | Miss         | Y                     |            24409 |  15
 Osborne                        | Nancy                | Mrs.         | N                     |           117630 |  15
 Owens                          | Amanda               | Miss         | N                     |           169018 |  15
 Owens                          | Natalia              | Miss         | Y                     |           298788 |  15
 Pace                           | Sally                | Mrs.         | Y                     |           327823 |  16
 Pace                           | Steven               | Dr.          | Y                     |            90105 |  15
 Pacheco                        | Annie                | Mrs.         | N                     |           259905 |  15
 Pacheco                        | Audrey               | Miss         | N                     |           108091 |  15
 Paige                          | Marsha               | Miss         | N                     |           262584 |  15
 Palmer                         | Becky                | Ms.          | Y                     |           274815 |  16
 Paradis                        | Heather              | Dr.          | Y                     |           337828 |  16
 Parker                         | Donald               | Dr.          | N                     |            95733 |  15
 Parker                         | Justine              | Dr.          | N                     |            10036 |  15
 Parson                         | Alma                 | Mrs.         | N                     |           187284 |  16
 Parsons                        | Annie                | Ms.          | Y                     |            42418 |  15
 Pate                           | Martina              | Miss         | Y                     |            80015 |  15
 Patrick                        | Shawn                | Dr.          | N                     |           189066 |  15
 Patterson                      | Albert               |              |                       |           192967 |  15
 Paulson                        | Irvin                | Mr.          | N                     |           422357 |  15
 Peck                           | Stephanie            | Miss         | N                     |           165150 |  16
 Pemberton                      | Doyle                | Dr.          | N                     |             3031 |  15
 Pena                           | Douglas              | Mr.          | Y                     |           226040 |  15
 Pena                           | Tina                 | Miss         | N                     |           145638 |  15
 Perez                          | Christopher          | Sir          | N                     |           387098 |  15
 Perez                          | Deborah              | Ms.          | N                     |            61429 |  16
 Perkins                        | Randell              | Mr.          | N                     |           256774 |  16
 Petersen                       | George               | Mr.          | Y                     |           156681 |  15
 Petersen                       | Jason                | Dr.          | Y                     |            12838 |  16
 Peterson                       | Tyler                | Mr.          | Y                     |           175254 |  15
 Phillips                       | Mark                 | Dr.          | N                     |           195129 |  15
 Phillips                       | Ralph                | Dr.          | Y                     |           392278 |  16
 Phillips                       | Roland               | Sir          | N                     |           192450 |  15
 Phillips                       | Tracy                | Mr.          | N                     |           466378 |  15
 Pickett                        | Thomas               | Sir          | N                     |           121299 |  16
 Pierce                         | Kory                 | Sir          | N                     |           412071 |  15
 Pierre                         | Willie               | Dr.          | Y                     |           260307 |  16
 Pina                           | Charles              | Sir          | Y                     |           411795 |  15
 Pineda                         | Teresa               | Mrs.         | N                     |            69981 |  15
 Pollard                        | Donna                | Ms.          | N                     |           233695 |  16
 Porter                         | Ethan                | Sir          | N                     |           419229 |  15
 Powell                         | Dolores              | Miss         | Y                     |           296078 |  15
 Pratt                          | Nicole               | Mrs.         | Y                     |           438086 |  15
 Presley                        | Caitlin              | Ms.          | Y                     |            27182 |  15
 Priest                         | Fred                 | Dr.          | N                     |           116205 |  16
 Pritchard                      | Hoyt                 | Sir          | Y                     |           424715 |  15
 Puckett                        | Albert               | Dr.          | N                     |            90273 |  15
 Pyle                           | Michell              | Ms.          | Y                     |            87733 |  15
 Radford                        | Eugene               | Mr.          | Y                     |           147692 |  15
 Ramirez                        | Thomas               | Mr.          | Y                     |           443852 |  15
 Ray                            | Michael              | Sir          | N                     |            55793 |  15
 Regalado                       | Steven               | Dr.          | N                     |           292532 |  15
 Regan                          | Lillian              | Miss         | Y                     |           120235 |  16
 Reyna                          | Herbert              | Dr.          | N                     |           232668 |  15
 Reynolds                       | Susan                | Miss         | N                     |            93156 |  15
 Rhoads                         | Helen                | Mrs.         | N                     |           175500 |  15
 Ricker                         | Norberto             | Mr.          | Y                     |            62427 |  15
 Ricks                          | Inez                 | Ms.          | Y                     |           465220 |  15
 Ricks                          | Mark                 | Sir          | N                     |           349832 |  16
 Rigby                          | William              | Dr.          | Y                     |           424586 |  16
 Rios                           | George               | Sir          | Y                     |           454617 |  16
 Rivera                         | Eric                 | Sir          | N                     |           227517 |  15
 Rivera                         | Nikki                | Mrs.         | N                     |           221403 |  16
 Robbins                        | James                | Dr.          | Y                     |           225839 |  15
 Roberts                        | Arturo               | Sir          | N                     |           468510 |  15
 Roberts                        | Timothy              | Dr.          | N                     |           272177 |  16
 Robinson                       | Armando              | Mr.          | N                     |            64024 |  16
 Robinson                       | Catherine            | Dr.          | Y                     |           282361 |  15
 Robinson                       | Edward               | Sir          | Y                     |           154466 |  15
 Robinson                       | Kimberly             | Mrs.         | Y                     |            31715 |  15
 Robinson                       | Steven               | Dr.          | N                     |           242952 |  15
 Rodriguez                      | Bettie               | Mrs.         | Y                     |           343735 |  15
 Rodriguez                      | Concha               | Ms.          | Y                     |           310655 |  15
 Rodriguez                      | Leo                  | Dr.          | N                     |           134128 |  16
 Rogers                         | Randee               | Dr.          | N                     |           461970 |  15
 Rojas                          | James                | Sir          | N                     |            31129 |  15
 Rojas                          | Pam                  | Ms.          | N                     |           181908 |  15
 Rome                           | Matthew              | Dr.          | N                     |           217686 |  15
 Rosales                        | William              | Mr.          | Y                     |           273342 |  16
 Rose                           | Allison              | Mrs.         | N                     |           227717 |  15
 Rose                           | Anthony              | Miss         | Y                     |           189241 |  15
 Rose                           | Brandon              | Sir          | N                     |           354761 |  15
 Rosenthal                      | Matilde              | Mrs.         | N                     |           417207 |  15
 Ross                           | Dawn                 | Ms.          | Y                     |           328291 |  15
 Rowell                         | Regina               | Miss         | N                     |           279082 |  15
 Rowland                        | Adriana              | Mrs.         | N                     |            79119 |  15
 Roy                            | Domingo              | Sir          | N                     |           136235 |  15
 Rubio                          | Julio                | Dr.          | N                     |           232273 |  15
 Rupert                         | Rosa                 | Dr.          | N                     |           404979 |  15
 Rush                           | Vernita              | Ms.          | Y                     |            78543 |  15
 Rushing                        | John                 | Mr.          | N                     |           247559 |  15
 Russell                        | Albert               | Ms.          | N                     |           287077 |  15
 Russell                        | Joe                  | Sir          | Y                     |            30671 |  15
 Russo                          | Scott                | Dr.          | Y                     |            37779 |  15
 Saldana                        | James                |              |                       |             3505 |  15
 Sanchez                        |                      |              |                       |           220740 |  15
 Sawyer                         | Holly                | Mrs.         | Y                     |           112901 |  16
 Schaeffer                      | Sherri               | Mrs.         | N                     |           444686 |  15
 Schneider                      | Todd                 | Mr.          | N                     |           410371 |  16
 Scott                          |                      |              | N                     |           295176 |  15
 Seitz                          | Alex                 | Ms.          | Y                     |            81272 |  16
 Sells                          | John                 | Dr.          | Y                     |           302204 |  15
 Shade                          | Dwayne               | Dr.          | Y                     |           395011 |  16
 Sharp                          | Jeremy               |              | Y                     |           278971 |  15
 Sharpe                         | Jose                 | Mr.          | N                     |           230497 |  16
 Shaver                         | Beatrice             | Ms.          | Y                     |           137892 |  15
 Shaw                           | Michael              | Sir          | N                     |           453458 |  16
 Shaw                           | Steven               | Sir          | Y                     |           148074 |  15
 Sherman                        | Fred                 | Sir          | N                     |           435722 |  15
 Shockley                       | Rosie                | Dr.          | Y                     |            35178 |  15
 Shull                          | Thelma               |              | Y                     |           350710 |  15
 Shull                          | Thomas               | Dr.          | Y                     |             7964 |  16
 Silva                          | Michael              | Dr.          | Y                     |           287230 |  16
 Sims                           | Shanna               | Miss         | Y                     |            62720 |  15
 Sloan                          | Oliver               | Dr.          | N                     |           147934 |  15
 Smith                          | Alexander            | Dr.          |                       |           173561 |  16
 Smith                          | Harvey               | Dr.          | Y                     |           335301 |  15
 Smith                          | Lonnie               | Mr.          | N                     |           328975 |  15
 Smith                          | Michael              | Dr.          | Y                     |           381261 |  15
 Smith                          | Robert               | Mr.          | N                     |           111016 |  16
 Smith                          | Sadie                | Miss         | N                     |           432307 |  16
 Smith                          | Sarah                | Mrs.         | Y                     |           339406 |  16
 Smith                          | Tanya                | Dr.          | N                     |            70694 |  15
 Somerville                     | Tammara              | Mrs.         | N                     |           276962 |  15
 Sosa                           |                      | Dr.          |                       |           463286 |  15
 Soto                           | Amelia               | Miss         | Y                     |           140230 |  16
 Soto                           | Donald               | Dr.          | Y                     |           160031 |  15
 Spann                          | Juan                 | Mr.          | N                     |            36939 |  16
 Sparks                         | Benito               | Sir          | N                     |           435321 |  15
 Spencer                        | Wayne                | Mr.          | N                     |              817 |  16
 Stafford                       | Jose                 | Dr.          | Y                     |           379936 |  15
 Staton                         | Aurelio              | Mr.          | Y                     |           393783 |  15
 Stein                          | Natisha              | Miss         | N                     |           293638 |  15
 Stewart                        | Carl                 | Mr.          | Y                     |           389907 |  16
 Stewart                        | Pamala               | Dr.          | Y                     |           450230 |  15
 Strickland                     | Jessi                | Ms.          | N                     |           286121 |  15
 Sullivan                       | Donna                | Ms.          | Y                     |           160489 |  16
 Summers                        |                      | Mr.          |                       |           237616 |  15
 Swain                          | Victoria             | Miss         | Y                     |           386339 |  16
 Swanson                        | James                | Dr.          | Y                     |           340056 |  15
 Sweeney                        | Rose                 | Mrs.         | Y                     |           157407 |  15
 Sweeney                        | Sean                 | Mr.          | N                     |           179486 |  16
 Swisher                        | Randall              | Mr.          | N                     |           372226 |  16
 Sylvester                      | Dean                 | Mr.          | N                     |           455586 |  15
 Sylvester                      | Elaine               | Ms.          | N                     |           260231 |  15
 Tatum                          | Elma                 | Dr.          | Y                     |           241133 |  15
 Taylor                         | Clarissa             | Dr.          | Y                     |           318908 |  15
 Taylor                         | Nichole              | Mrs.         | Y                     |           102476 |  15
 Templeton                      | Carter               | Sir          | N                     |           306613 |  15
 Tenney                         | Barbara              | Mrs.         | N                     |           457404 |  15
 Terry                          | Lisa                 | Dr.          | N                     |           254505 |  15
 Thomas                         | Alfonso              | Dr.          | N                     |           385828 |  15
 Thompson                       | Judith               | Miss         | N                     |           228671 |  16
 Thompson                       | Paul                 | Dr.          | Y                     |           242544 |  15
 Todd                           | Linda                | Miss         | N                     |           231329 |  15
 Toliver                        | Julie                | Dr.          | N                     |           278055 |  15
 Tolley                         | Karen                | Miss         | Y                     |           256648 |  15
 Tolliver                       | Perry                | Mr.          | Y                     |           346664 |  16
 Torres                         | Anne                 | Dr.          | Y                     |           242755 |  15
 Tracy                          | Sherri               | Dr.          |                       |           445490 |  15
 Travers                        | Faith                | Ms.          | N                     |           232400 |  15
 Trevino                        | Alexander            | Mrs.         | Y                     |           143949 |  16
 Tucker                         | Charles              | Mr.          | N                     |            41778 |  16
 Turner                         | Cheryl               | Dr.          | N                     |            68606 |  15
 Turner                         | Frank                | Dr.          | N                     |           320154 |  16
 Turner                         | Teresa               | Ms.          | Y                     |           270887 |  15
 Turner                         | Tomas                | Dr.          | N                     |           180460 |  16
 Tyler                          | Gary                 | Dr.          | Y                     |           362564 |  16
 Ulmer                          | Robert               | Dr.          | N                     |            52965 |  15
 Underwood                      | Sherry               | Ms.          | Y                     |            43430 |  16
 Usher                          | Eric                 | Sir          | N                     |           450255 |  15
 Vance                          | Jessica              | Mrs.         | N                     |           401688 |  15
 Vang                           | James                | Sir          | Y                     |            65614 |  16
 Vann                           | Robert               | Sir          | N                     |           471329 |  15
 Vargas                         | Walter               | Dr.          | Y                     |           248992 |  15
 Varney                         | Nathan               | Sir          | N                     |           161378 |  16
 Velasco                        | Robert               | Sir          | Y                     |             5921 |  16
 Vickers                        | Gregg                | Dr.          | N                     |            96396 |  15
 Villalobos                     | Benjamin             | Mr.          | N                     |             5099 |  15
 Villanueva                     |                      | Dr.          | Y                     |            79842 |  15
 Villarreal                     | Sara                 | Miss         | Y                     |           399670 |  15
 Villegas                       | Douglas              | Mr.          | Y                     |           368373 |  15
 Walker                         | Geoffrey             | Mr.          | N                     |           414157 |  15
 Wallace                        | Carolyn              | Ms.          | Y                     |           123672 |  15
 Wallace                        | Joseph               | Sir          | N                     |            84547 |  15
 Walsh                          | Margie               | Dr.          | Y                     |           277802 |  16
 Walsh                          |                      | Mrs.         |                       |           291122 |  15
 Walton                         | George               | Sir          | N                     |           111713 |  15
 Ward                           | Margaret             | Ms.          | Y                     |           253466 |  16
 Ward                           | Stephen              | Mr.          | N                     |           120782 |  15
 Ward                           | Susan                | Ms.          | N                     |           340116 |  15
 Warden                         | Lillian              | Miss         | N                     |           151312 |  15
 Washington                     | Queen                | Ms.          | Y                     |           385557 |  15
 Washington                     | Wes                  | Mr.          | Y                     |            89267 |  15
 Washington                     | William              | Mr.          | N                     |           168079 |  16
 Watts                          | Amber                | Mrs.         | N                     |           297790 |  15
 Watts                          | Gloria               | Dr.          | N                     |           230807 |  15
 Welch                          | Dorothy              | Ms.          | N                     |           362393 |  15
 Welch                          | Henriette            | Ms.          | N                     |           103623 |  15
 Wells                          |                      | Dr.          | N                     |           394832 |  15
 Wheeler                        | Ann                  | Ms.          | Y                     |           209393 |  16
 Whitaker                       | Olive                | Mrs.         | N                     |           304315 |  15
 White                          | Lisa                 | Miss         | N                     |           398089 |  15
 White                          | Lonnie               | Dr.          | Y                     |           225683 |  16
 White                          | Mavis                | Ms.          | Y                     |           348396 |  16
 White                          | Rosa                 | Mrs.         | Y                     |           335614 |  15
 Whitlock                       | Robert               | Sir          | Y                     |            60862 |  15
 Whitney                        | James                | Mr.          | N                     |           401518 |  16
 Wilcox                         | Amanda               | Dr.          | N                     |           253892 |  15
 Wilkins                        | Marcus               |              |                       |           345058 |  16
 Williams                       | Alice                | Miss         | N                     |           233091 |  15
 Williams                       | Dianna               | Dr.          | Y                     |           101346 |  15
 Williams                       | Dianna               | Dr.          | Y                     |           198698 |  15
 Williams                       | Jared                | Mr.          | N                     |           426288 |  15
 Williams                       | Norma                | Dr.          | N                     |           462563 |  16
 Williams                       | Paula                | Mrs.         | N                     |            79061 |  15
 Williams                       | Phyllis              | Mrs.         | Y                     |           124483 |  16
 Williams                       | Tony                 | Mr.          | N                     |           179565 |  15
 Williamson                     | Albert               | Ms.          | Y                     |           479927 |  16
 Williamson                     | Celestine            | Ms.          | N                     |           189699 |  16
 Willis                         | Joseph               | Dr.          | N                     |           479058 |  16
 Wilson                         | Alan                 | Mr.          | Y                     |           217128 |  16
 Wilson                         | Bruce                | Sir          | Y                     |           326168 |  15
 Wilson                         | Elise                | Ms.          | Y                     |           149367 |  16
 Wilson                         | Juan                 | Mr.          | Y                     |           240246 |  15
 Wilson                         | Lydia                | Ms.          | Y                     |            51394 |  15
 Wilson                         | Michael              | Dr.          | Y                     |             1325 |  16
 Wolf                           | Gloria               | Miss         | Y                     |           154320 |  15
 Wolf                           | Marsha               | Ms.          | Y                     |           131006 |  16
 Wong                           | Matthew              | Mr.          | N                     |           466198 |  15
 Wood                           | Robert               | Mr.          | Y                     |            21487 |  15
 Wood                           | Ronnie               | Sir          | N                     |           235963 |  15
 Woods                          | Ruth                 | Mrs.         | Y                     |           429121 |  15
 Worrell                        | Elizabeth            | Mrs.         | Y                     |           274416 |  16
 Wright                         | Audrey               | Dr.          | Y                     |           190359 |  15
 Wright                         | Dolly                | Miss         | N                     |           332128 |  16
 Wright                         | Inez                 | Ms.          | N                     |           152701 |  15
 Wright                         | Lawrence             | Sir          | N                     |            13395 |  15
 Wright                         | Willie               | Sir          | Y                     |           167610 |  16
 Wright                         | Zana                 | Miss         | Y                     |           184728 |  15
 Ybarra                         | Louise               | Dr.          | Y                     |            89555 |  15
 Yee                            | Evan                 | Dr.          | Y                     |           349926 |  15
 Young                          | Randy                | Dr.          | Y                     |           305746 |  15
 Zaragoza                       | Rosa                 | Ms.          | N                     |           369256 |  15
                                | Ann                  |              |                       |            97145 |  15
                                | Anna                 |              | N                     |            45619 |  15
                                | Cindy                |              |                       |           363569 |  15
                                | Edward               | Sir          |                       |           303232 |  15
                                | Felicia              | Dr.          | N                     |           145647 |  16
                                | Jodi                 |              |                       |            62256 |  15
                                | Josephine            | Ms.          | N                     |           420526 |  15
                                | Lee                  |              | N                     |           263915 |  15
                                | Paul                 |              | N                     |           193964 |  15
                                |                      | Dr.          |                       |           358550 |  15
                                |                      | Dr.          | Y                     |            17770 |  16
                                |                      | Miss         |                       |           202292 |  15
                                |                      | Mr.          | Y                     |           155985 |  15
                                |                      | Sir          | N                     |           420815 |  15
                                |                      |              |                       |           317186 |  15
                                |                      |              |                       |           337975 |  15
                                |                      |              |                       |           370835 |  15
                                |                      |              | N                     |           311806 |  15
(731 rows)

Time: 912,448 ms
